name,distance
0,IMG_0001.JPG
174.5288788989616,IMG_0048.JPG
name,distance
2.0845713949200126,IMG_0001.JPG
0,IMG_0048.JPG
name,distance
0,IMG_0001.JPG
0,IMG_0048.JPG
0,IMG_0028.JPG
0,IMG_0029.JPG
name,distance
0,IMG_0001.JPG
0,IMG_0048.JPG
0,IMG_0028.JPG
0,IMG_0029.JPG
name,distance
0,IMG_0001.JPG
name,distance
0,IMG_0001.JPG
name,distance
0,IMG_0001.JPG
name,distance
0,IMG_0001.JPG
5.931578470423501,IMG_0048.JPG
28.270302989967455,IMG_0028.JPG
0,IMG_0029.JPG
name,distance
0,IMG_0001.JPG
10.212117682487586,IMG_0048.JPG
0,IMG_0028.JPG
0,IMG_0029.JPG
name,distance
0,IMG_0001.JPG
6.086438471126438,IMG_0048.JPG
name,distance
0,IMG_0001.JPG
9.381804215989234,IMG_0048.JPG
name,distance
0,IMG_0001.JPG
7.191027772898921,IMG_0048.JPG
name,distance
1.0264327693744422,IMG_0001.JPG
0,IMG_0048.JPG
0,IMG_0028.JPG
0,IMG_0029.JPG
name,distance
5.6441632780803985,IMG_0001.JPG
0,IMG_0048.JPG
45.030545531116346,IMG_0028.JPG
37.71943239524568,IMG_0029.JPG
name,distance
0,IMG_0001.JPG
150.90939204922415,IMG_0048.JPG
90.22073852163174,IMG_0028.JPG
93.10993967694466,IMG_0029.JPG
name,distance
0,IMG_0001.JPG
name,distance
0,IMG_0001.JPG
name,distance
0,IMG_0001.JPG
name,distance
0,IMG_0001.JPG
name,distance
0,IMG_0001.JPG
name,distance
0,IMG_0001.JPG
name,distance
0,IMG_0001.JPG
name,distance
0,IMG_0001.JPG
name,distance
0,IMG_0001.JPG
name,distance
0,IMG_0001.JPG
name,distance
0,IMG_0001.JPG
name,distance
0,IMG_0001.JPG
0,IMG_0048.JPG
name,distance
0,IMG_0001.JPG
name,distance
0,IMG_0001.JPG
name,distance
0,IMG_0001.JPG
name,distance
0,IMG_0001.JPG
name,distance
0,IMG_0001.JPG
name,distance
4.061640732754156,IMG_0001.JPG
name,distance
0,IMG_0001.JPG
0,IMG_0048.JPG
4.373603167785196,IMG_0028.JPG
7.1179610598685805,IMG_0029.JPG
name,distance
0,IMG_0001.JPG
name,distance
0,IMG_0001.JPG
name,distance
0,IMG_0001.JPG
2.2417191967720282,IMG_0048.JPG
3.8618264600546865,IMG_0028.JPG
3.026024760306337,IMG_0029.JPG
name,distance
0,IMG_0001.JPG
0,IMG_0048.JPG
name,distance
0,IMG_0001.JPG
name,distance
0,IMG_0001.JPG
4.3838094728018415,IMG_0048.JPG
2.924097676587125,IMG_0028.JPG
name,distance
0,IMG_0001.JPG
name,distance
0,IMG_0001.JPG
name,distance
0,IMG_0001.JPG
name,distance
0,IMG_0001.JPG
6.9845779075212056,IMG_0048.JPG
6.319374361077581,IMG_0028.JPG
7.622766949324819,IMG_0029.JPG
